cdc_campus	denominator	BothAlllevelstoDidNotMeet_1	BothAlllevelstoApproaches1	BothAlllevelstoMeets_1	BothAlllevelstoMasters_NA	year_growth_num	year_growth_rate
015915045	1558	106	243	281	353	983	0.630937098844673
015915046	2077	131	386	348	275	1140	0.548868560423688
015915047	2258	89	349	375	459	1272	0.563330380868025
015915048	1670	109	292	251	260	912	0.546107784431138
015915049	1684	85	289	236	264	874	0.519002375296912
015915050	2095	92	296	317	510	1215	0.579952267303103
015915051	2303	127	391	343	467	1328	0.57663916630482
015915052	1779	87	262	299	401	1049	0.589657110736369
015915053	2394	73	310	403	790	1576	0.658312447786132
015915054	2619	144	411	417	542	1514	0.578083237877052
015915055	2753	69	347	477	740	1633	0.593171086087904
015915056	2477	161	434	375	428	1398	0.564392410173597
015915057	2716	43	207	425	1195	1870	0.688512518409426
015915058	2544	69	275	344	838	1526	0.599842767295597
015915059	2777	46	307	458	825	1636	0.589124954987396
015915060	1801	48	206	340	570	1164	0.646307606885064
015915101	328	47	85	38	55	225	0.685975609756098
015915102	303	41	71	40	40	192	0.633663366336634
015915103	306	22	45	66	75	208	0.679738562091503
015915104	278	4	46	49	108	207	0.744604316546763
015915105	328	48	93	37	37	215	0.655487804878049
015915106	318	31	79	63	80	253	0.79559748427673
015915107	417	21	101	81	96	299	0.717026378896882
015915108	321	22	76	53	81	232	0.722741433021807
015915109	380	40	59	47	91	237	0.623684210526316
015915111	287	34	45	53	66	198	0.689895470383275
015915112	302	23	66	44	60	193	0.639072847682119
015915113	248	18	44	43	70	175	0.705645161290323
015915114	277	24	66	46	54	190	0.685920577617329
015915115	242	29	59	34	50	172	0.710743801652893
015915116	405	49	79	46	55	229	0.565432098765432
015915117	289	44	76	42	31	193	0.667820069204152
015915118	368	51	85	54	44	234	0.635869565217391
015915119	388	36	71	40	98	245	0.631443298969072
015915122	293	34	59	48	44	185	0.631399317406143
015915123	287	34	66	50	47	197	0.686411149825784
015915124	385	46	70	47	66	229	0.594805194805195
015915125	302	33	70	59	53	215	0.711920529801324
015915128	456	50	97	69	61	277	0.607456140350877
015915130	580	46	102	84	153	385	0.663793103448276
015915131	311	26	58	57	86	227	0.729903536977492
015915132	377	29	64	60	86	239	0.63395225464191
015915134	312	13	52	53	98	216	0.692307692307692
015915135	363	36	88	53	67	244	0.672176308539945
015915136	335	23	82	51	79	235	0.701492537313433
015915138	363	27	78	55	115	275	0.757575757575758
015915141	490	32	88	82	150	352	0.718367346938775
015915143	324	15	46	52	137	250	0.771604938271605
015915144	370	26	58	67	104	255	0.689189189189189
015915145	282	33	51	33	66	183	0.648936170212766
015915148	458	24	78	74	140	316	0.689956331877729
015915149	377	23	63	46	114	246	0.652519893899204
015915150	382	26	68	53	132	279	0.730366492146597
015915151	330	7	65	53	140	265	0.803030303030303
015915152	287	9	21	47	164	241	0.839721254355401
015915156	490	40	74	68	131	313	0.638775510204082
015915157	306	20	46	42	84	192	0.627450980392157
015915158	300	25	51	39	56	171	0.57
015915160	368	31	75	62	62	230	0.625
015915161	285	3	47	41	111	202	0.708771929824561
015915162	454	52	120	80	67	319	0.702643171806167
015915165	342	12	53	52	150	267	0.780701754385965
015915166	266	4	36	45	122	207	0.778195488721805
015915167	444	22	62	77	197	358	0.806306306306306
015915168	409	19	83	67	124	293	0.71638141809291
015915169	276	23	57	47	66	193	0.699275362318841
015915170	316	16	66	48	92	222	0.70253164556962
015915171	332	13	88	50	81	232	0.698795180722892
015915177	336	32	65	48	71	216	0.642857142857143
015915178	416	14	42	49	193	298	0.716346153846154
015915179	613	33	72	84	241	430	0.701468189233279
015915180	450	5	38	61	224	328	0.728888888888889
015915181	350	10	26	37	198	271	0.774285714285714
015915182	437	20	87	60	98	265	0.606407322654462
015915183	528	24	80	78	171	353	0.668560606060606
015915184	495	38	85	68	94	285	0.575757575757576
015915185	326	45	67	55	60	227	0.696319018404908
015915186	458	12	47	63	196	318	0.694323144104803
015915187	278	9	48	53	91	201	0.723021582733813
015915188	612	38	97	86	212	433	0.707516339869281
015915189	414	60	102	57	46	265	0.640096618357488
015915191	488	13	64	84	181	342	0.700819672131147
015915192	393	23	80	75	81	259	0.659033078880407
015915193	423	19	53	64	153	289	0.683215130023641
015915195	570	18	71	74	222	385	0.675438596491228
015915198	313	15	61	51	105	232	0.741214057507987
015915223	454	14	56	67	182	319	0.702643171806167
015915224	283	26	60	29	62	177	0.625441696113074
015915225	404	18	59	76	108	261	0.646039603960396
015915226	483	27	87	78	178	370	0.766045548654244
015915227	452	18	69	68	140	295	0.652654867256637
015915228	504	18	66	77	238	399	0.791666666666667
015915230	196	0	7	27	116	150	0.76530612244898
015915234	315	13	47	47	115	222	0.704761904761905
015915236	357	7	26	52	183	268	0.750700280112045
015916001	899	59	75	249	67	450	0.50055617352614
015916003	1	0	0	0	0	0	0
015916008	850	57	67	249	162	535	0.629411764705882
015916009	167	1	4	44	70	119	0.712574850299401
015916010	579	26	18	159	51	254	0.438687392055268
015916041	1229	140	256	146	100	642	0.522375915378356
015916042	2398	112	346	442	470	1370	0.571309424520434
015916043	1423	128	251	226	202	807	0.567111735769501
015916044	1700	156	329	226	165	876	0.515294117647059
015916045	2257	143	378	309	435	1265	0.560478511298183
015916101	319	35	84	42	44	205	0.642633228840125
015916102	395	36	87	56	81	260	0.658227848101266
015916103	204	20	39	23	32	114	0.558823529411765
015916104	199	13	45	29	49	136	0.683417085427136
015916105	266	28	78	34	40	180	0.676691729323308
015916106	278	0	21	61	114	196	0.705035971223022
015916107	376	39	69	47	89	244	0.648936170212766
015916109	239	18	42	30	62	152	0.635983263598326
015916110	399	48	84	34	81	247	0.619047619047619
015916111	345	20	72	84	85	261	0.756521739130435
015916112	352	69	76	43	48	236	0.670454545454545
015916113	306	19	58	47	76	200	0.65359477124183
015916114	393	30	67	54	69	220	0.559796437659033
015916115	405	30	90	47	67	234	0.577777777777778
015916116	403	19	59	70	127	275	0.682382133995037
015916117	217	11	46	28	54	139	0.640552995391705
015916118	445	15	71	68	146	300	0.674157303370787
015916119	371	37	71	56	113	277	0.746630727762803
015916123	277	25	56	44	52	177	0.63898916967509
015916124	151	2	24	27	71	124	0.821192052980132
015917001	657	84	44	204	74	406	0.617960426179604
015917041	1538	236	360	232	181	1009	0.656046814044213
015917102	397	54	56	56	40	206	0.518891687657431
015917103	737	58	96	63	48	265	0.359565807327001
015917104	378	59	65	38	45	207	0.547619047619048
015917105	428	43	88	39	65	235	0.549065420560748
015917106	425	74	60	35	47	216	0.508235294117647
016901001	70	2	0	27	12	41	0.585714285714286
016901041	308	14	58	63	97	232	0.753246753246753
016901101	180	11	18	38	48	115	0.638888888888889
016902001	127	6	7	43	12	68	0.535433070866142
016902041	470	23	74	98	118	313	0.665957446808511
016902101	274	22	45	42	76	185	0.675182481751825
017901001	202	3	21	39	70	133	0.658415841584158
018901001	124	6	12	38	19	75	0.604838709677419
018901041	424	19	53	60	108	240	0.566037735849057
018901101	270	15	51	25	56	147	0.544444444444444
018902001	232	18	44	31	32	125	0.538793103448276
018902101	163	12	32	20	43	107	0.656441717791411
018903001	83	14	13	16	12	55	0.662650602409639
018904001	71	6	7	23	6	42	0.591549295774648
018904041	272	18	45	47	41	151	0.555147058823529
018904101	156	9	39	31	45	124	0.794871794871795
018905003	163	16	28	22	18	84	0.515337423312883
018906001	138	6	24	12	25	67	0.485507246376812
018907001	189	11	44	19	15	89	0.470899470899471
018908001	116	21	24	17	18	80	0.689655172413793
019901001	85	6	4	29	7	46	0.541176470588235
019901041	491	45	80	71	89	285	0.580448065173116
019901102	89	6	14	16	8	44	0.49438202247191
019902002	137	1	5	42	31	79	0.576642335766423
019902041	464	22	77	81	87	267	0.575431034482759
019902102	108	1	9	16	46	72	0.666666666666667
019903001	378	27	69	78	57	231	0.611111111111111
019905001	154	11	13	38	6	68	0.441558441558442
019905041	497	37	71	72	68	248	0.498993963782696
019905101	306	20	60	37	62	179	0.584967320261438
019906001	136	2	7	38	36	83	0.610294117647059
019906041	329	14	43	86	92	235	0.714285714285714
019906102	520	24	74	74	124	296	0.569230769230769
019907002	653	47	28	155	74	304	0.465543644716692
019907003	9	1	1	1	0	3	0.333333333333333
019907042	2652	214	376	373	488	1451	0.547134238310709
019907105	145	11	45	22	22	100	0.689655172413793
019907108	404	55	98	71	36	260	0.643564356435644
019907109	368	16	80	62	101	259	0.703804347826087
019907111	178	26	55	20	23	124	0.696629213483146
019907113	316	25	71	45	71	212	0.670886075949367
019907116	258	0	10	26	184	220	0.852713178294574
019907117	150	3	33	22	34	92	0.613333333333333
019908001	322	31	19	67	18	135	0.419254658385093
019908041	1196	133	272	187	148	740	0.618729096989967
019908103	304	40	28	14	29	111	0.365131578947368
019909001	88	7	6	30	16	59	0.670454545454545
019909041	206	12	41	28	43	124	0.601941747572815
019909101	132	6	23	17	37	83	0.628787878787879
019910101	94	2	3	27	37	69	0.734042553191489
019911041	365	6	30	66	162	264	0.723287671232877
019911101	130	0	6	9	73	88	0.676923076923077
019912001	282	4	7	63	35	109	0.386524822695035
019912041	948	18	97	151	271	537	0.566455696202532
019912200	586	12	50	86	271	419	0.715017064846416
019913101	60	2	25	4	4	35	0.583333333333333
019914101	90	15	16	13	8	52	0.577777777777778
020901001	1101	95	86	333	116	630	0.572207084468665
020901002	762	52	57	236	119	464	0.608923884514436
020901005	34	5	7	7	6	25	0.735294117647059
020901006	1051	55	58	321	179	613	0.58325404376784
020901041	1654	138	272	276	328	1014	0.613059250302297
020901042	1476	94	270	235	356	955	0.647018970189702
020901043	1411	111	268	187	161	727	0.515237420269313
020901045	1365	60	157	193	539	949	0.695238095238095
020901046	1344	103	252	234	198	787	0.585565476190476
020901047	1678	154	276	225	265	920	0.548271752085816
020901048	1819	71	211	296	568	1146	0.63001649257834
020901101	589	58	140	90	93	381	0.646859083191851
020901103	467	38	99	75	98	310	0.663811563169165
020901104	413	38	82	51	76	247	0.598062953995157
020901105	435	25	80	69	101	275	0.632183908045977
020901107	622	15	116	113	190	434	0.697749196141479
020901108	463	54	83	65	92	294	0.634989200863931
020901109	450	13	71	70	99	253	0.562222222222222
020901110	472	28	90	78	109	305	0.646186440677966
020901111	512	15	67	73	240	395	0.771484375
020901112	556	8	51	79	316	454	0.816546762589928
020901113	508	52	107	77	109	345	0.679133858267717
020901114	510	15	54	64	246	379	0.743137254901961
020901115	366	20	53	64	127	264	0.721311475409836
020901116	471	33	96	95	119	343	0.728237791932059
020901117	507	17	57	54	236	364	0.717948717948718
020901118	299	21	50	45	91	207	0.692307692307692
020902001	826	31	31	216	118	396	0.479418886198547
020902044	2792	149	446	459	440	1494	0.535100286532951
020902102	272	18	56	35	43	152	0.558823529411765
020902103	245	23	38	33	43	137	0.559183673469388
020902104	659	37	128	98	158	421	0.638846737481032
020902108	234	10	48	41	66	165	0.705128205128205
020902109	313	8	36	50	123	217	0.693290734824281
020902110	217	13	43	47	59	162	0.746543778801843
020904001	98	6	2	30	9	47	0.479591836734694
020904041	358	9	30	39	70	148	0.41340782122905
020904101	221	8	36	35	76	155	0.701357466063348
020905001	414	31	38	100	32	201	0.485507246376812
020905002	1011	52	57	292	137	538	0.532146389713155
020905006	12	4	2	2	1	9	0.75
020905041	1646	148	356	272	214	990	0.601458080194411
020905042	970	111	233	185	176	705	0.72680412371134
020905043	1589	98	279	335	445	1157	0.728130899937067
020905101	228	14	39	26	58	137	0.600877192982456
020905102	222	0	32	39	83	154	0.693693693693694
020905107	152	13	22	25	38	98	0.644736842105263
020905108	153	13	21	30	31	95	0.620915032679739
020905109	184	11	26	29	78	144	0.782608695652174
020905110	391	38	61	67	79	245	0.626598465473146
020905111	196	7	20	29	103	159	0.811224489795918
020905113	168	1	19	33	49	102	0.607142857142857
020905114	154	10	9	24	32	75	0.487012987012987
020905115	1537	57	196	200	364	817	0.531554977228367
020905116	768	64	147	126	136	473	0.615885416666667
020906002	240	6	7	63	34	110	0.458333333333333
020906041	835	49	126	145	148	468	0.560479041916168
020906104	496	49	87	41	107	284	0.57258064516129
020907001	341	24	16	111	36	187	0.548387096774194
020907042	867	92	151	139	133	515	0.594002306805075
020907102	684	77	139	87	146	449	0.656432748538012
020907106	260	40	51	30	44	165	0.634615384615385
020907107	420	42	67	47	61	217	0.516666666666667
020908001	1204	31	56	432	262	781	0.648671096345515
020908004	9	2	1	3	0	6	0.666666666666667
020908007	896	29	23	241	325	618	0.689732142857143
020908009	492	8	13	185	146	352	0.715447154471545
020908041	1458	27	139	266	622	1054	0.722908093278464
020908042	1615	74	183	189	697	1143	0.707739938080495
020908043	1596	62	167	304	606	1139	0.713659147869674
020908044	1695	25	120	276	946	1367	0.806489675516224
020908101	286	28	38	39	90	195	0.681818181818182
020908102	254	15	24	39	85	163	0.641732283464567
020908103	294	9	15	34	154	212	0.72108843537415
020908104	267	22	48	32	71	173	0.647940074906367
020908105	1651	50	194	249	610	1103	0.668079951544518
020908106	252	14	26	37	84	161	0.638888888888889
020908107	284	12	21	43	129	205	0.721830985915493
020908108	1627	36	182	151	771	1140	0.700676090964966
020908109	262	11	21	31	126	189	0.721374045801527
020908110	274	4	11	24	167	206	0.751824817518248
020908111	1515	30	148	173	792	1143	0.754455445544554
020908112	280	12	22	27	114	175	0.625
020908113	253	12	14	43	105	174	0.687747035573123
020908114	350	9	36	62	140	247	0.705714285714286
020908115	1564	26	162	226	673	1087	0.695012787723785
020910101	112	18	22	8	14	62	0.553571428571429
021803001	75	4	21	8	12	45	0.6
021803102	100	16	26	15	5	62	0.62
021805041	58	7	9	7	7	30	0.517241379310345
021805101	150	3	34	29	42	108	0.72
021805102	134	17	22	11	18	68	0.507462686567164
021805105	80	0	9	10	30	49	0.6125
021901001	576	17	26	164	128	335	0.581597222222222
021901003	788	32	37	246	267	582	0.738578680203046
021901004	29	1	2	11	5	19	0.655172413793103
021901041	1155	53	183	193	398	827	0.716017316017316
021901042	1223	90	178	164	447	879	0.718724448078495
021901043	1088	65	149	210	371	795	0.730698529411765
021901101	217	13	27	23	55	118	0.543778801843318
021901102	228	23	27	19	36	105	0.460526315789474
021901104	188	9	13	8	53	83	0.441489361702128
021901105	202	9	13	24	70	116	0.574257425742574
021901107	152	5	6	7	82	100	0.657894736842105
021901108	199	14	21	24	92	151	0.758793969849246
021901109	208	12	10	23	44	89	0.427884615384615
021901110	268	6	25	29	102	162	0.604477611940298
021901111	236	7	12	18	83	120	0.508474576271186
021901201	1265	69	164	144	441	818	0.646640316205534
021901202	1188	51	146	157	390	744	0.626262626262626
021901203	1377	56	162	185	547	950	0.689905591866376
021902001	882	106	71	220	43	440	0.498866213151927
021902002	603	75	54	140	39	308	0.51077943615257
021902003	78	1	9	39	6	55	0.705128205128205
021902017	54	20	13	1	1	35	0.648148148148148
021902041	2226	270	480	338	379	1467	0.659029649595687
021902045	2355	205	421	232	373	1231	0.522717622080679
021902046	2072	150	328	261	400	1139	0.549710424710425
021902047	1972	230	445	280	377	1332	0.675456389452333
021902101	176	5	51	38	35	129	0.732954545454545
021902103	232	9	30	43	37	119	0.512931034482759
021902105	88	10	13	12	7	42	0.477272727272727
021902106	142	6	28	25	48	107	0.753521126760563
021902107	185	23	29	24	41	117	0.632432432432432
021902108	148	7	8	11	49	75	0.506756756756757
021902110	178	29	17	18	40	104	0.584269662921348
021902112	170	11	17	21	49	98	0.576470588235294
021902113	176	6	21	22	50	99	0.5625
021902114	167	22	25	16	36	99	0.592814371257485
021902115	169	13	27	26	37	103	0.609467455621302
021902117	82	6	3	8	24	41	0.5
021902118	131	4	19	22	30	75	0.572519083969466
021902119	128	12	23	12	21	68	0.53125
022004001	80	18	13	10	8	49	0.6125
022901001	138	0	6	51	34	91	0.659420289855073
022901041	568	38	120	105	124	387	0.681338028169014
022901101	115	16	31	16	22	85	0.739130434782609
022902001	42	1	7	12	10	30	0.714285714285714
022903101	12	0	0	3	1	4	0.333333333333333
023902001	165	3	18	28	45	94	0.56969696969697
024901001	186	13	15	57	60	145	0.779569892473118
024901041	632	66	106	81	62	315	0.498417721518987
024901101	438	63	109	59	54	285	0.650684931506849
025901001	116	3	6	49	26	84	0.724137931034483
025901041	448	28	100	76	75	279	0.622767857142857
025901101	68	4	9	6	18	37	0.544117647058823
025902001	462	24	21	101	38	184	0.398268398268398
025902041	964	123	195	178	207	703	0.729253112033195
025902101	1510	111	216	217	286	830	0.549668874172185
025904001	136	12	19	21	15	67	0.492647058823529
025905001	121	10	16	32	25	83	0.685950413223141
025905101	112	6	33	17	10	66	0.589285714285714
025906001	173	10	22	36	40	108	0.624277456647399
025908001	96	9	9	17	26	61	0.635416666666667
025909001	142	8	5	44	35	92	0.647887323943662
025909041	496	11	87	94	117	309	0.622983870967742
025909101	364	16	53	51	67	187	0.513736263736264
026901001	198	12	14	61	37	124	0.626262626262626
026901041	488	36	101	89	97	323	0.661885245901639
026901042	734	73	120	85	96	374	0.509536784741144
026902001	179	25	31	23	15	94	0.525139664804469
